Total Items,Buckets,Removed,Escalated,Time Elapsed,Time to Send,Time to Receive
10000000,40,0,0,2.172540409,1.592222636,0.580313913
10000000,45,0,0,2.110944902,1.530738728,0.580201154
10000000,50,0,0,2.190691453,1.610562233,0.58012548
10000000,55,0,0,2.329200672,1.751318027,0.577876515
10000000,60,0,0,2.4070755679999998,1.829102826,0.577969362
10000000,65,0,0,2.4745701860000002,1.89669855,0.577867786
10000000,70,0,0,2.514790167,1.9299485779999999,0.584837339
10000000,75,0,0,2.574490559,1.981489441,0.592996778
10000000,80,0,0,2.201098419,1.623493908,0.577600291
10000000,85,0,0,2.302351854,1.723389866,0.578957428
10000000,90,0,0,2.203668378,1.621751478,0.58191293
10000000,95,0,0,2.230287925,1.644980015,0.58530387
10000000,100,0,0,2.438635391,1.858093427,0.580538184
