Total Items,Buckets,Removed,Escalated,Time Elapsed,Time to Send,Time to Receive
7000000,80,0,0,1.579448727,1.174641227,0.40480684
7000000,85,0,0,1.617784346,1.211896432,0.405887284
7000000,90,0,0,1.63662398,1.2302709410000001,0.406352539
7000000,95,0,0,1.65964924,1.2559602,0.40368843
7000000,100,0,0,1.70964278,1.301749457,0.407892743
8000000,5,0,0,1.524643158,1.06531746,0.459324908
8000000,10,0,0,1.598506452,1.137525534,0.460980268
8000000,15,0,0,1.688085909,1.225421347,0.462663662
8000000,20,0,0,1.577839719,1.116043903,0.461795256
8000000,25,0,0,1.704321417,1.234133574,0.470187153
8000000,30,0,0,1.848801721,1.375614787,0.473185934
8000000,35,0,0,1.624956828,1.163848716,0.461107402
8000000,40,0,0,1.699318104,1.237499486,0.461817758
8000000,45,0,0,1.778365666,1.3138266490000001,0.464538367
8000000,50,0,0,1.84804068,1.38404583,0.46399423
8000000,55,0,0,1.926150758,1.461997916,0.464152152
8000000,60,0,0,2.002264129,1.537368387,0.464894972
8000000,65,0,0,1.689940423,1.2266170459999999,0.463322647
8000000,70,0,0,1.721141959,1.257777883,0.463363166
8000000,75,0,0,1.751038482,1.284623436,0.466414236
8000000,80,0,0,1.770346078,1.30675563,0.463589528
8000000,85,0,0,1.8097454659999999,1.337137693,0.472607003
8000000,90,0,0,1.814953837,1.351729857,0.46322323
8000000,95,0,0,1.839956243,1.373939892,0.466015691
8000000,100,0,0,1.864874633,1.400203697,0.464670296
9000000,5,0,0,1.7112399360000001,1.19533996,0.515899266
9000000,10,0,0,1.75244299,1.23480901,0.51763328
9000000,15,0,0,1.864467729,1.334448702,0.530018347
9000000,20,0,0,1.729575514,1.210906874,0.51866764
9000000,25,0,0,1.846862257,1.328004326,0.518857211
9000000,30,0,0,2.017080687,1.497764904,0.519314863
9000000,35,0,0,1.811104293,1.286394157,0.524709406
9000000,40,0,0,1.886902444,1.365721074,0.52118058
9000000,45,0,0,1.97639673,1.448813471,0.527582509
9000000,50,0,0,2.044056742,1.521849872,0.52220612
9000000,55,0,0,2.16849492,1.6419948020000001,0.526499388
9000000,60,0,0,2.2015995999999998,1.675772144,0.525826696
9000000,65,0,0,2.221407107,1.696373617,0.52503263
9000000,70,0,0,1.916705885,1.39209853,0.524606695
9000000,75,0,0,1.917945133,1.396912345,0.521032138
9000000,80,0,0,1.9590850180000001,1.435187857,0.523896551
9000000,85,0,0,1.978717466,1.45581348,0.522903376
9000000,90,0,0,1.995038496,1.470494502,0.524543354
9000000,95,0,0,2.032576648,1.5086458299999999,0.523930248
9000000,100,0,0,2.059806808,1.537450904,0.522355214
10000000,5,0,0,1.9025132070000002,1.326093708,0.576418859
10000000,10,0,0,1.956922141,1.379729952,0.577191469
10000000,15,0,0,2.066267387,1.487306689,0.578960028
10000000,20,0,0,1.889202286,1.311144641,0.578056935
10000000,25,0,0,2.019879988,1.43856076,0.581318458
10000000,30,0,0,2.180625569,1.599278708,0.581346131
10000000,35,0,0,2.361957904,1.7795732800000001,0.582383894
10000000,40,0,0,2.055803275,1.47261512,0.583187375
10000000,45,0,0,2.169251769,1.585298784,0.583952415
10000000,50,0,0,2.249806705,1.667782308,0.582023717
10000000,55,0,0,2.369881869,1.779957842,0.589923367
10000000,60,0,0,2.41041461,1.820642565,0.589771425
10000000,65,0,0,2.4407591650000002,1.860547207,0.580211288
10000000,70,0,0,2.490055933,1.908866194,0.581189009
10000000,75,0,0,2.5594432620000003,1.972414221,0.587028491
10000000,80,0,0,2.172982773,1.59263126,0.580350463
10000000,85,0,0,2.197620781,1.617127303,0.580492868
10000000,90,0,0,2.219133099,1.639121499,0.58001086
10000000,95,0,0,2.239221596,1.657891696,0.5813292
10000000,100,0,0,2.276434615,1.6930042360000002,0.583429609
